28433	12022	
55402	28046	
39878	2190	
79644	8167	
56900	2336	
6514	52247	
45072	41276	
85593	77347	
50481	27505	
39845	92399	
59739	79467	
29222	65498	
87303	77483	
69597	30739	
10055	51567	
3789	6334	
28746	4777	
20953	54797	
17702	77884	
79402	12597	
99096	44312	
12441	54976	
80110	56088	
92279	71296	
47588	44710	
90809	40049	
91481	87584	
72146	71617	
71400	43532	
4926	74031	
88147	65796	
37284	78132	
96110	96444	
51852	74533	
1060	50509	
32190	71277	
52629	94170	
16150	63245	
77122	42143	
59807	92337	
46302	94645	
11196	30455	
88811	99613	
19060	74714	
49698	73127	
14770	23587	
16375	42778	
55641	8095	
16400	31954	
35391	7898	
70776	72193	
30373	49841	
7520	34954	
27011	93040	
98838	30159	
55573	10893	
37544	6714	
32303	68319	
1203	94376	
82345	7027	
89964	54877	
16068	98760	
69833	85836	
33984	83607	
61812	28786	
23606	60106	
42679	89780	
93078	26806	
24374	46904	
80016	6170	
57314	34337	
83263	84157	
57468	61026	
38596	29711	
96509	73804	
46608	63524	
62299	36647	
48758	63237	
60271	22930	
4749	27773	
90931	57130	
73232	46983	
13783	66383	
15278	73026	
1379	44098	
56300	11103	
99564	47429	
24812	57930	
83784	93623	
62069	43126	
17963	28542	
17743	33303	
227	5054	
51877	39295	
50886	55211	
3522	54104	
64078	7625	
61724	454	
38300	57282	
97650	33397	
65754	37441	
91771	49787	
76890	12182	
88632	6319	
72509	89179	
18452	73459	
33149	25703	
59013	95990	
41211	82777	
40957	70709	
16628	63167	
80187	8067	
16242	2195	
93567	92196	
72061	73882	
11698	7358	
88863	46023	
50041	21501	
77143	8025	
78108	21002	
81846	33873	
19863	88758	
23764	25495	
8163	55763	
1352	70872	
81840	43014	
53547	29802	
61201	49842	
58685	82151	
93357	55232	
26578	35982	
70123	39955	
5501	53374	
87552	87643	
2832	14117	
52921	56869	
36437	21708	
5002	35042	
22670	46983	
68226	98048	
40445	98711	
3574	99962	
68804	7961	
52944	71423	
44911	59860	
9477	34035	
56415	22363	
98579	27032	
94787	69809	
47870	79506	
74313	97873	
34985	61265	
20655	26132	
7952	83652	
43275	49236	
6251	73612	
12498	63067	
59206	64697	
15697	57179	
37989	2330	
58628	3549	
35697	74864	
35809	12911	
53194	97103	
40701	15929	
65738	97276	
61242	69617	
89557	64715	
8233	96295	
13475	86638	
66844	90443	
92004	91834	
6613	83204	
67404	86000	
51272	9359	
32715	49725	
97111	19602	
60779	73385	
75444	68137	
63984	36116	
54438	78267	
17856	30613	
56717	15293	
88859	63593	
38466	71144	
50865	9821	
60055	97292	
33746	12555	
46328	45123	
46627	60408	
45584	90516	
37919	8449	
31884	44221	
80715	91458	
90628	52793	
65671	65231	
62817	91186	
55056	99288	
62144	71571	
23841	21955	
59857	23292	
29716	55326	
39695	83489	
22932	84297	
19810	82272	
36962	84505	
33934	76408	
75034	47860	
98763	3806	
83595	44642	
9574	86666	
88334	27504	
96253	90943	
16322	67944	
1154	31517	
1204	51858	
64926	29085	
96718	41222	
85130	12496	
24653	54074	
10487	90998	
850	1713	
18033	88921	
8582	21128	
38001	60986	
7809	87710	
8866	44560	
77339	42931	
25366	24849	
99902	23270	
37626	87636	
99265	16048	
16787	88881	
3216	14908	
39762	56849	
35012	31972	
58461	50355	
87268	31806	
37104	7741	
74590	56433	
63925	58138	
17568	86233	
82144	64867	
17663	80808	
38969	74906	
54071	25304	
80774	81692	
33424	77091	
4729	87051	
4692	94766	
7677	91436	
50573	8722	
91257	81810	
50392	52585	
12288	32990	
88357	60405	
91394	60106	
27366	65706	
29240	15687	
32143	86909	
97719	89077	
87195	31317	
49779	91911	
7658	87448	
60473	49636	
22294	11525	
43261	98740	
623	46592	
30034	21616	
98019	48935	
36690	76641	
75817	61130	
36283	80904	
85673	4440	
61115	13736	
81320	51747	
33154	79623	
35252	41345	
80956	84664	
24104	20871	
20962	51949	
43032	88236	
73793	97818	
91567	57277	
58363	61972	
3873	48020	
87307	99785	
73513	10853	
14820	62154	
3552	32810	
49380	14291	
39981	99691	
42825	5370	
72962	24634	
32152	40698	
16485	7588	
72223	89857	
86172	62194	
84030	90313	
55908	24260	
46080	49015	
15886	32053	
89369	70327	
655	9632	
99241	20198	
22236	66022	
16000	25060	
68602	10752	
61725	92161	
89173	64489	
50095	74732	
79626	42817	
39632	82424	
41977	3180	
95888	30231	
64849	83337	
69610	71453	
48663	87932	
16144	8825	
44534	73343	
79077	83990	
63391	34889	
87959	82757	
34308	42822	
92018	55833	
5797	26348	
76801	16058	
40218	43304	
70107	56853	
94305	68574	
54685	76814	
45430	28973	
73848	21402	
71862	2325	
65440	97114	
86842	61684	
20750	67689	
94050	58526	
40560	61938	
98470	49335	
9125	31349	
67895	86607	
18888	38381	
6207	19536	
12073	69890	
70844	78404	
65925	57647	
30150	50038	
85842	79799	
93670	69958	
95813	85249	
92019	50590	
97624	68043	
85113	72659	
19394	56807	
71352	2484	
57171	17919	
18979	47440	
52047	13415	
26334	80598	
18416	11508	
97576	56209	
38598	91174	
28779	20178	
14683	19590	
67124	8213	
77408	32469	
19002	25519	
60107	91319	
87152	52448	
37335	85028	
50959	49135	
72074	96271	
81453	78429	
85526	18830	
83620	32821	
85076	87421	
43017	13526	
23661	75262	
15015	54776	
3206	16783	
40233	24043	
16049	46469	
70623	34510	
14268	23602	
65990	56996	
32591	51009	
11393	24767	
22399	58706	
95155	67911	
44297	25808	
30174	95792	
30093	94061	
90984	23878	
83358	31890	
59718	19304	
34776	58792	
42440	29524	
78364	9175	
70395	57014	
16102	17231	
69133	54836	
50542	2389	
88883	5287	
87445	43411	
36675	87631	
55907	56257	
561	1862	
84158	72425	
34215	69254	
17806	65371	
54608	60079	
78363	65738	
77029	62240	
27976	72083	
66252	79922	
43134	44247	
89803	8329	
6830	17142	
83537	16866	
32595	15473	
79360	4343	
34580	90816	
4259	62354	
3868	15318	
85756	94691	
36073	8732	
44744	96634	
95520	14209	
67459	1799	
87167	61767	
92754	65654	
99360	55769	
48286	25586	
81884	38352	
31728	94993	
25951	20232	
60980	68459	
92838	84945	
45603	34395	
70559	23621	
58828	33664	
48235	60761	
19081	85491	
81038	60432	
65021	78434	
6998	83102	
41805	69862	
44934	75703	
29667	20599	
52516	63898	
1149	65099	
70406	6126	
31236	92386	
45273	89532	
10558	40352	
86283	63214	
29131	55419	
34106	44574	
9990	93904	
60209	87806	
21677	84991	
48810	45794	
54311	31003	
32635	58209	
50703	77102	
64114	25902	
38054	95114	
73205	90095	
47749	75327	
96699	15966	
67797	63267	
20746	74568	
88139	96717	
52872	93428	
77642	20953	
41262	84954	
10948	73232	
96992	61082	
5877	11767	
65309	8844	
66963	52637	
6541	51422	
40773	74227	
36481	36590	
86395	57562	
79476	77121	
60741	47400	
52251	11953	
39678	77290	
95004	3803	
29121	73330	
